shipment_id,order_id,ship_date,delivery_date,shipment_status,carrier,warehouse_id
16629,21860,2024-11-28,2024-12-03,LATE,CarrierA,5
16630,21862,2024-01-13,2024-01-16,LATE,CarrierA,1
16631,21865,2024-05-02,2024-05-08,LATE,CarrierC,2
16632,21868,2024-11-03,2024-11-06,LATE,CarrierA,3
16633,21869,2024-02-08,2024-02-14,LATE,CarrierB,1
16634,21871,2024-12-11,2024-12-12,ON_TIME,CarrierA,2
16635,21872,2024-09-07,2024-09-14,LATE,CarrierC,5
16636,21874,2024-01-29,2024-01-30,ON_TIME,CarrierC,1
16637,21876,2024-05-05,2024-05-06,LATE,CarrierC,4
16638,21877,2024-06-06,2024-06-12,LATE,CarrierC,2
16639,21878,2024-08-05,2024-08-10,LATE,CarrierC,5
16640,21879,2024-07-12,2024-07-16,ON_TIME,CarrierB,4
16641,21880,2024-10-27,2024-10-30,ON_TIME,CarrierB,2
16642,21881,2024-06-12,2024-06-19,LATE,CarrierA,5
16643,21883,2024-11-14,2024-11-21,LATE,CarrierA,2
16644,21884,2024-06-28,2024-07-04,LATE,CarrierC,3
16645,21885,2024-05-05,2024-05-11,LATE,CarrierC,4
16646,21886,2024-06-25,2024-06-29,LATE,CarrierC,5
16647,21888,2024-08-28,2024-09-02,LATE,CarrierC,4
16648,21891,2024-07-04,2024-07-10,LATE,CarrierC,5
16649,21893,2024-02-03,2024-02-04,ON_TIME,CarrierB,2
16650,21895,2024-11-03,2024-11-09,LATE,CarrierB,4
16651,21896,2024-05-16,2024-05-20,ON_TIME,CarrierC,3
16652,21897,2024-07-23,2024-07-25,ON_TIME,CarrierC,5
16653,21898,2024-05-24,2024-05-25,LATE,CarrierB,5
16654,21899,2024-04-18,2024-04-23,LATE,CarrierC,4
16655,21900,2024-06-06,2024-06-10,ON_TIME,CarrierC,1
16656,21901,2024-09-12,2024-09-16,LATE,CarrierA,4
16657,21902,2024-06-29,2024-07-03,LATE,CarrierC,1
16658,21903,2024-12-06,2024-12-10,LATE,CarrierB,5
16659,21905,2024-01-31,2024-02-05,LATE,CarrierA,1
16660,21906,2024-05-30,2024-06-05,LATE,CarrierA,4
16661,21907,2024-12-27,2025-01-02,LATE,CarrierA,3
16662,21908,2024-04-11,2024-04-17,LATE,CarrierB,1
16663,21909,2024-01-05,2024-01-06,LATE,CarrierC,2
16664,21910,2024-02-02,2024-02-06,LATE,CarrierA,4
16665,21911,2024-07-17,2024-07-24,LATE,CarrierC,1
16666,21912,2024-03-09,2024-03-13,ON_TIME,CarrierC,2
16667,21913,2024-03-31,2024-04-01,ON_TIME,CarrierC,2
16668,21917,2024-11-19,2024-11-22,ON_TIME,CarrierB,4
16669,21918,2024-02-03,2024-02-08,ON_TIME,CarrierC,4
16670,21919,2024-09-21,2024-09-26,LATE,CarrierC,5
16671,21920,2024-10-30,2024-11-05,LATE,CarrierA,5
16672,21921,2024-03-02,2024-03-03,LATE,CarrierA,1
16673,21922,2024-07-02,2024-07-09,LATE,CarrierB,1
16674,21923,2024-11-23,2024-11-29,LATE,CarrierB,3
16675,21924,2024-12-23,2024-12-30,LATE,CarrierC,3
16676,21926,2024-07-20,2024-07-22,LATE,CarrierA,5
16677,21927,2024-08-30,2024-08-31,ON_TIME,CarrierC,3
16678,21928,2024-08-22,2024-08-27,LATE,CarrierB,2
16679,21929,2024-07-31,2024-08-01,LATE,CarrierA,2
16680,21930,2024-02-23,2024-02-28,LATE,CarrierB,1
16681,21931,2024-04-30,2024-05-04,LATE,CarrierC,5
16682,21932,2024-11-25,2024-12-02,LATE,CarrierC,1
16683,21933,2024-08-03,2024-08-09,LATE,CarrierB,1
16684,21934,2024-11-17,2024-11-19,ON_TIME,CarrierA,1
16685,21935,2024-05-30,2024-06-06,LATE,CarrierC,4
16686,21936,2024-06-24,2024-06-28,ON_TIME,CarrierB,4
16687,21937,2024-09-25,2024-10-01,LATE,CarrierB,2
16688,21938,2024-11-17,2024-11-24,LATE,CarrierB,2
16689,21939,2024-01-08,2024-01-09,LATE,CarrierA,2
16690,21940,2024-04-25,2024-05-02,LATE,CarrierA,5
16691,21944,2024-10-17,2024-10-22,LATE,CarrierC,2
16692,21945,2024-10-12,2024-10-14,LATE,CarrierA,5
16693,21946,2024-03-29,2024-03-30,ON_TIME,CarrierA,5
16694,21948,2024-10-10,2024-10-15,LATE,CarrierC,1
16695,21949,2024-11-18,2024-11-24,LATE,CarrierC,5
16696,21950,2024-03-11,2024-03-13,LATE,CarrierA,1
16697,21951,2024-02-12,2024-02-16,ON_TIME,CarrierA,4
16698,21952,2024-09-30,2024-10-05,LATE,CarrierC,1
16699,21953,2024-05-22,2024-05-26,LATE,CarrierA,4
16700,21954,2024-03-02,2024-03-09,LATE,CarrierA,5
16701,21955,2024-08-29,2024-08-30,ON_TIME,CarrierB,4
16702,21956,2024-02-17,2024-02-20,LATE,CarrierB,5
16703,21957,2024-06-15,2024-06-18,ON_TIME,CarrierB,3
16704,21958,2024-04-22,2024-04-27,LATE,CarrierB,1
16705,21959,2024-05-07,2024-05-14,LATE,CarrierC,2
16706,21961,2024-04-18,2024-04-22,ON_TIME,CarrierB,4
16707,21962,2024-06-16,2024-06-20,LATE,CarrierA,3
16708,21963,2024-09-16,2024-09-17,ON_TIME,CarrierA,5
16709,21964,2024-03-19,2024-03-25,LATE,CarrierA,2
16710,21965,2024-01-07,2024-01-13,LATE,CarrierC,3
16711,21966,2024-07-07,2024-07-11,LATE,CarrierC,2
16712,21968,2024-03-19,2024-03-25,LATE,CarrierA,3
16713,21971,2024-07-23,2024-07-30,LATE,CarrierB,4
16714,21972,2024-05-23,2024-05-28,LATE,CarrierA,3
16715,21973,2024-04-09,2024-04-14,LATE,CarrierA,3
16716,21975,2024-08-07,2024-08-13,LATE,CarrierB,5
16717,21976,2024-03-15,2024-03-18,LATE,CarrierC,4
16718,21977,2024-10-21,2024-10-24,LATE,CarrierA,2
16719,21978,2024-05-14,2024-05-16,ON_TIME,CarrierC,2
16720,21979,2024-09-18,2024-09-21,LATE,CarrierA,3
16721,21980,2024-10-10,2024-10-14,LATE,CarrierB,1
16722,21981,2024-04-14,2024-04-20,LATE,CarrierA,5
16723,21982,2024-07-25,2024-07-31,LATE,CarrierC,4
16724,21983,2024-05-23,2024-05-24,LATE,CarrierA,5
16725,21984,2024-01-15,2024-01-18,ON_TIME,CarrierA,2
16726,21985,2024-09-05,2024-09-07,LATE,CarrierC,1
16727,21986,2024-05-05,2024-05-10,LATE,CarrierC,1
16728,21987,2024-01-13,2024-01-20,LATE,CarrierA,5
16729,21988,2024-03-21,2024-03-27,LATE,CarrierB,3
16730,21989,2024-06-15,2024-06-18,ON_TIME,CarrierB,3
16731,21990,2024-04-09,2024-04-11,LATE,CarrierC,5
16732,21991,2024-07-25,2024-07-30,LATE,CarrierB,2
16733,21992,2024-06-01,2024-06-05,LATE,CarrierB,5
16734,21993,2024-02-09,2024-02-11,LATE,CarrierA,1
16735,21994,2024-09-23,2024-09-28,LATE,CarrierB,2
16736,21995,2024-12-10,2024-12-11,ON_TIME,CarrierB,4
16737,21996,2024-01-07,2024-01-08,LATE,CarrierA,3
16738,21998,2024-01-27,2024-01-31,ON_TIME,CarrierC,5
16739,22000,2024-10-28,2024-11-01,LATE,CarrierC,2
16740,22002,2024-08-25,2024-08-30,LATE,CarrierA,4
16741,22003,2024-11-09,2024-11-13,LATE,CarrierB,1
16742,22005,2024-10-31,2024-11-07,LATE,CarrierA,2
16743,22006,2024-04-13,2024-04-17,LATE,CarrierC,5
16744,22007,2024-03-18,2024-03-20,LATE,CarrierA,5
16745,22008,2024-11-10,2024-11-15,LATE,CarrierC,3
16746,22009,2024-03-25,2024-04-01,LATE,CarrierC,1
16747,22010,2024-05-25,2024-05-28,ON_TIME,CarrierB,3
16748,22011,2024-07-14,2024-07-19,LATE,CarrierB,1
16749,22012,2024-08-13,2024-08-17,LATE,CarrierB,5
16750,22013,2024-02-22,2024-02-25,ON_TIME,CarrierB,5
16751,22014,2024-12-13,2024-12-18,LATE,CarrierA,4
16752,22016,2024-05-11,2024-05-12,ON_TIME,CarrierA,1
16753,22017,2024-08-01,2024-08-04,LATE,CarrierA,5
16754,22018,2024-12-19,2024-12-20,ON_TIME,CarrierC,5
16755,22019,2024-09-20,2024-09-22,LATE,CarrierB,1
16756,22021,2024-09-29,2024-10-04,LATE,CarrierA,4
16757,22022,2024-08-15,2024-08-17,LATE,CarrierC,4
16758,22024,2024-01-13,2024-01-17,ON_TIME,CarrierB,2
16759,22025,2024-04-02,2024-04-04,ON_TIME,CarrierC,4
16760,22026,2024-11-27,2024-11-29,ON_TIME,CarrierB,5
16761,22028,2024-03-26,2024-03-30,LATE,CarrierC,2
16762,22029,2024-12-19,2024-12-23,ON_TIME,CarrierC,3
16763,22030,2024-10-03,2024-10-08,LATE,CarrierC,2
16764,22031,2024-10-22,2024-10-25,LATE,CarrierB,4
16765,22033,2024-07-17,2024-07-21,LATE,CarrierC,3
16766,22034,2024-11-21,2024-11-23,LATE,CarrierA,4
16767,22035,2024-01-12,2024-01-15,ON_TIME,CarrierB,2
16768,22036,2024-03-31,2024-04-05,LATE,CarrierB,5
16769,22037,2024-12-05,2024-12-12,LATE,CarrierC,1
16770,22038,2024-11-13,2024-11-19,LATE,CarrierC,3
16771,22039,2024-02-09,2024-02-16,LATE,CarrierC,5
16772,22040,2024-08-11,2024-08-13,LATE,CarrierB,1
16773,22042,2024-07-30,2024-08-06,LATE,CarrierA,5
16774,22044,2024-01-25,2024-02-01,LATE,CarrierC,3
16775,22045,2024-12-06,2024-12-12,LATE,CarrierB,4
16776,22046,2024-04-16,2024-04-22,LATE,CarrierA,3
16777,22047,2024-11-06,2024-11-07,ON_TIME,CarrierA,1
16778,22049,2024-07-25,2024-07-26,ON_TIME,CarrierA,4
16779,22050,2024-06-17,2024-06-18,ON_TIME,CarrierA,2
16780,22051,2024-06-06,2024-06-12,LATE,CarrierB,3
16781,22053,2024-05-04,2024-05-05,LATE,CarrierC,3
16782,22054,2024-01-20,2024-01-21,ON_TIME,CarrierC,2
16783,22055,2024-02-25,2024-02-26,ON_TIME,CarrierA,1
16784,22056,2024-10-07,2024-10-08,LATE,CarrierB,2
16785,22057,2024-04-17,2024-04-19,ON_TIME,CarrierB,2
16786,22058,2024-05-21,2024-05-25,LATE,CarrierA,5
16787,22059,2024-04-01,2024-04-08,LATE,CarrierB,4
16788,22060,2024-09-29,2024-10-05,LATE,CarrierB,1
16789,22061,2024-11-25,2024-12-02,LATE,CarrierB,1
16790,22063,2024-06-27,2024-07-01,LATE,CarrierC,4
16791,22065,2024-10-13,2024-10-18,LATE,CarrierC,5
16792,22066,2025-01-02,2025-01-06,LATE,CarrierB,4
16793,22067,2024-01-03,2024-01-07,ON_TIME,CarrierA,5
16794,22068,2024-09-29,2024-10-03,ON_TIME,CarrierC,4
16795,22069,2024-06-12,2024-06-14,ON_TIME,CarrierC,2
16796,22070,2024-01-11,2024-01-12,LATE,CarrierB,1
16797,22071,2025-01-03,2025-01-09,LATE,CarrierA,3
16798,22072,2024-01-12,2024-01-17,LATE,CarrierC,3
16799,22073,2024-03-14,2024-03-17,LATE,CarrierB,3
16800,22074,2024-08-25,2024-09-01,LATE,CarrierB,2
16801,22075,2024-10-27,2024-11-01,LATE,CarrierB,1
16802,22076,2024-04-19,2024-04-23,LATE,CarrierC,1
16803,22077,2024-01-16,2024-01-17,LATE,CarrierC,3
16804,22078,2024-08-22,2024-08-23,ON_TIME,CarrierC,5
16805,22079,2024-09-03,2024-09-10,LATE,CarrierC,3
16806,22081,2024-04-03,2024-04-04,ON_TIME,CarrierC,3
16807,22082,2024-12-25,2024-12-28,ON_TIME,CarrierC,4
16808,22084,2024-04-26,2024-04-28,ON_TIME,CarrierC,5
16809,22086,2024-12-31,2025-01-01,ON_TIME,CarrierB,2
16810,22088,2024-05-02,2024-05-03,ON_TIME,CarrierA,4
16811,22090,2024-01-16,2024-01-21,LATE,CarrierA,3
16812,22091,2024-10-26,2024-10-29,LATE,CarrierC,2
16813,22092,2024-02-27,2024-03-03,LATE,CarrierA,4
16814,22094,2024-07-27,2024-07-31,LATE,CarrierC,2
16815,22096,2024-09-19,2024-09-21,LATE,CarrierB,2
16816,22098,2024-10-28,2024-11-01,LATE,CarrierB,4
16817,22099,2024-04-27,2024-05-04,LATE,CarrierA,4
16818,22100,2024-12-02,2024-12-09,LATE,CarrierA,3
16819,22103,2024-08-18,2024-08-21,LATE,CarrierA,2
16820,22104,2024-07-25,2024-08-01,LATE,CarrierA,5
16821,22107,2024-05-19,2024-05-23,LATE,CarrierB,4
16822,22108,2024-08-27,2024-09-01,LATE,CarrierC,3
16823,22109,2024-07-06,2024-07-12,LATE,CarrierA,3
16824,22110,2024-11-10,2024-11-13,LATE,CarrierB,2
16825,22111,2024-06-02,2024-06-04,LATE,CarrierB,4
16826,22112,2024-11-20,2024-11-25,LATE,CarrierA,5
16827,22113,2024-10-17,2024-10-19,LATE,CarrierC,5
16828,22117,2024-05-22,2024-05-25,LATE,CarrierC,3
16829,22118,2024-12-08,2024-12-13,LATE,CarrierB,5
16830,22121,2024-03-22,2024-03-25,LATE,CarrierC,5
16831,22123,2024-12-17,2024-12-22,LATE,CarrierC,1
16832,22125,2024-08-15,2024-08-21,LATE,CarrierC,3
16833,22126,2024-12-06,2024-12-09,LATE,CarrierC,1
16834,22127,2024-04-30,2024-05-02,ON_TIME,CarrierB,2
16835,22131,2024-05-17,2024-05-21,LATE,CarrierA,2
16836,22134,2024-05-16,2024-05-21,LATE,CarrierC,1
16837,22135,2024-02-22,2024-02-28,LATE,CarrierC,1
16838,22136,2024-08-19,2024-08-25,LATE,CarrierA,1
16839,22137,2024-12-21,2024-12-26,LATE,CarrierC,3
16840,22138,2024-03-09,2024-03-12,LATE,CarrierB,2
16841,22139,2024-07-18,2024-07-21,ON_TIME,CarrierB,3
16842,22140,2024-03-09,2024-03-15,LATE,CarrierB,2
16843,22141,2024-01-04,2024-01-08,LATE,CarrierB,3
16844,22142,2024-03-01,2024-03-08,LATE,CarrierC,5
16845,22143,2024-09-12,2024-09-15,LATE,CarrierC,5
16846,22146,2024-01-16,2024-01-18,ON_TIME,CarrierB,4
16847,22149,2024-10-14,2024-10-17,ON_TIME,CarrierA,2
16848,22150,2024-08-11,2024-08-18,LATE,CarrierA,2
16849,22151,2024-01-23,2024-01-26,LATE,CarrierA,1
16850,22152,2024-01-23,2024-01-29,LATE,CarrierC,4
16851,22153,2024-04-02,2024-04-09,LATE,CarrierB,2
16852,22154,2024-10-13,2024-10-19,LATE,CarrierA,3
16853,22155,2024-05-15,2024-05-16,LATE,CarrierC,2
16854,22156,2024-11-23,2024-11-28,LATE,CarrierC,3
16855,22159,2024-07-31,2024-08-06,LATE,CarrierA,5
16856,22161,2024-08-21,2024-08-23,LATE,CarrierB,5
16857,22162,2024-06-14,2024-06-17,LATE,CarrierA,5
16858,22164,2024-05-27,2024-05-28,LATE,CarrierB,3
16859,22165,2024-10-27,2024-10-31,LATE,CarrierC,1
16860,22167,2024-12-18,2024-12-20,ON_TIME,CarrierB,3
16861,22168,2024-03-03,2024-03-04,ON_TIME,CarrierC,3
16862,22171,2024-03-28,2024-03-29,ON_TIME,CarrierA,5
16863,22172,2024-09-14,2024-09-17,LATE,CarrierB,2
16864,22173,2024-04-25,2024-04-27,ON_TIME,CarrierC,4
16865,22174,2024-09-11,2024-09-14,LATE,CarrierA,4
16866,22175,2024-12-15,2024-12-18,LATE,CarrierA,2
16867,22176,2024-11-18,2024-11-20,ON_TIME,CarrierC,5
16868,22177,2024-02-01,2024-02-05,ON_TIME,CarrierB,2
16869,22178,2024-03-05,2024-03-10,LATE,CarrierC,1
16870,22179,2024-06-02,2024-06-05,ON_TIME,CarrierB,1
16871,22180,2024-01-07,2024-01-13,LATE,CarrierB,3
16872,22182,2024-07-29,2024-08-03,LATE,CarrierB,4
16873,22183,2024-04-04,2024-04-09,LATE,CarrierC,5
16874,22184,2024-08-10,2024-08-16,LATE,CarrierB,4
16875,22185,2024-07-08,2024-07-10,LATE,CarrierB,3
16876,22188,2024-07-30,2024-08-05,LATE,CarrierC,1
16877,22189,2024-09-16,2024-09-17,ON_TIME,CarrierA,2
16878,22191,2024-08-25,2024-08-31,LATE,CarrierC,1
16879,22192,2024-12-29,2025-01-01,ON_TIME,CarrierC,2
16880,22194,2024-07-15,2024-07-22,LATE,CarrierA,4
16881,22195,2024-11-30,2024-12-07,LATE,CarrierC,3
16882,22196,2024-07-01,2024-07-03,ON_TIME,CarrierA,5
16883,22197,2024-09-08,2024-09-11,LATE,CarrierB,1
16884,22198,2024-08-12,2024-08-13,ON_TIME,CarrierB,4
16885,22199,2024-06-22,2024-06-29,LATE,CarrierB,4
16886,22200,2024-07-17,2024-07-24,LATE,CarrierB,2
16887,22201,2024-09-08,2024-09-12,LATE,CarrierB,5
16888,22202,2024-06-29,2024-07-06,LATE,CarrierB,3
16889,22203,2024-10-03,2024-10-04,ON_TIME,CarrierA,4
16890,22204,2024-10-03,2024-10-09,LATE,CarrierB,5
16891,22206,2024-09-07,2024-09-13,LATE,CarrierC,1
16892,22208,2024-07-08,2024-07-13,LATE,CarrierC,5
16893,22209,2024-01-22,2024-01-29,LATE,CarrierB,4
16894,22210,2024-09-02,2024-09-05,LATE,CarrierA,1
16895,22211,2024-04-24,2024-04-27,LATE,CarrierC,5
16896,22213,2024-02-21,2024-02-24,LATE,CarrierC,2
16897,22214,2024-12-09,2024-12-13,ON_TIME,CarrierB,1
16898,22215,2024-05-02,2024-05-04,ON_TIME,CarrierB,3
16899,22216,2024-08-25,2024-08-30,ON_TIME,CarrierA,3
16900,22217,2024-11-15,2024-11-22,LATE,CarrierB,3
16901,22218,2024-03-02,2024-03-05,LATE,CarrierC,4
16902,22219,2024-03-17,2024-03-22,LATE,CarrierA,2
16903,22220,2024-09-03,2024-09-09,LATE,CarrierB,3
16904,22221,2024-02-04,2024-02-10,LATE,CarrierC,4
16905,22222,2024-06-02,2024-06-03,LATE,CarrierB,4
16906,22223,2024-05-26,2024-05-27,ON_TIME,CarrierA,4
16907,22225,2024-10-31,2024-11-06,LATE,CarrierB,2
16908,22226,2024-10-01,2024-10-06,LATE,CarrierB,3
16909,22228,2024-10-08,2024-10-15,LATE,CarrierA,3
16910,22230,2024-02-12,2024-02-13,ON_TIME,CarrierA,3
16911,22231,2024-12-24,2024-12-27,LATE,CarrierA,3
16912,22234,2024-11-06,2024-11-09,ON_TIME,CarrierC,2
16913,22235,2024-03-30,2024-04-05,LATE,CarrierB,2
16914,22236,2024-08-14,2024-08-18,ON_TIME,CarrierC,2
16915,22237,2024-04-26,2024-04-29,LATE,CarrierA,1
16916,22238,2024-01-28,2024-02-04,LATE,CarrierC,1
16917,22239,2024-04-02,2024-04-07,LATE,CarrierB,2
16918,22241,2024-03-23,2024-03-28,LATE,CarrierB,4
16919,22242,2024-09-06,2024-09-13,LATE,CarrierC,4
16920,22243,2024-09-09,2024-09-11,LATE,CarrierB,5
16921,22244,2024-07-29,2024-08-01,LATE,CarrierB,5
16922,22248,2024-02-27,2024-03-02,LATE,CarrierC,1
16923,22249,2024-03-06,2024-03-07,LATE,CarrierC,1
16924,22251,2024-10-04,2024-10-08,LATE,CarrierA,3
16925,22252,2024-08-01,2024-08-07,LATE,CarrierC,2
16926,22253,2024-11-01,2024-11-04,LATE,CarrierA,4
16927,22254,2024-01-20,2024-01-27,LATE,CarrierC,1
16928,22255,2024-09-04,2024-09-08,LATE,CarrierC,4
16929,22257,2024-03-15,2024-03-22,LATE,CarrierB,4
16930,22258,2024-04-19,2024-04-25,LATE,CarrierC,1
16931,22260,2024-10-11,2024-10-16,ON_TIME,CarrierB,4
16932,22262,2024-08-07,2024-08-11,LATE,CarrierC,1
16933,22263,2024-02-19,2024-02-26,LATE,CarrierB,4
16934,22264,2024-12-31,2025-01-07,LATE,CarrierB,5
16935,22265,2024-10-21,2024-10-28,LATE,CarrierC,5
16936,22269,2024-04-19,2024-04-26,LATE,CarrierB,2
16937,22270,2024-10-10,2024-10-17,LATE,CarrierB,3
16938,22272,2024-03-06,2024-03-08,ON_TIME,CarrierB,1
16939,22273,2024-11-02,2024-11-09,LATE,CarrierB,4
16940,22274,2024-02-24,2024-02-25,ON_TIME,CarrierA,4
16941,22275,2024-11-03,2024-11-09,LATE,CarrierA,5
16942,22278,2024-01-30,2024-02-02,LATE,CarrierC,4
16943,22280,2024-07-31,2024-08-01,ON_TIME,CarrierA,3
16944,22281,2024-08-09,2024-08-14,LATE,CarrierC,5
16945,22284,2024-08-03,2024-08-06,LATE,CarrierC,2
16946,22285,2024-11-18,2024-11-20,ON_TIME,CarrierB,2
16947,22286,2024-03-11,2024-03-18,LATE,CarrierC,4
16948,22288,2024-01-17,2024-01-21,LATE,CarrierC,4
16949,22289,2024-12-31,2025-01-02,ON_TIME,CarrierA,1
16950,22290,2024-05-15,2024-05-16,ON_TIME,CarrierA,4
16951,22291,2024-07-26,2024-07-29,ON_TIME,CarrierC,1
16952,22292,2024-01-25,2024-02-01,LATE,CarrierA,1
16953,22294,2024-05-21,2024-05-27,LATE,CarrierC,2
16954,22296,2024-11-20,2024-11-25,LATE,CarrierC,1
16955,22299,2024-12-06,2024-12-12,LATE,CarrierB,4
16956,22300,2024-06-27,2024-07-03,LATE,CarrierB,3
16957,22301,2024-07-29,2024-07-31,LATE,CarrierB,2
16958,22303,2024-02-12,2024-02-14,LATE,CarrierC,4
16959,22304,2024-05-04,2024-05-11,LATE,CarrierB,3
16960,22305,2024-02-15,2024-02-19,LATE,CarrierA,3
16961,22307,2024-12-13,2024-12-17,ON_TIME,CarrierC,1
16962,22309,2024-06-17,2024-06-22,LATE,CarrierB,3
16963,22310,2024-09-09,2024-09-15,LATE,CarrierC,1
16964,22311,2024-03-28,2024-03-29,ON_TIME,CarrierC,1
16965,22312,2024-05-18,2024-05-21,LATE,CarrierB,2
16966,22315,2024-03-29,2024-04-02,LATE,CarrierA,4
16967,22316,2024-06-03,2024-06-06,LATE,CarrierA,3
16968,22318,2024-03-04,2024-03-07,ON_TIME,CarrierB,5
16969,22319,2024-08-10,2024-08-17,LATE,CarrierB,3
16970,22320,2024-12-28,2024-12-29,ON_TIME,CarrierB,3
16971,22321,2024-12-13,2024-12-17,LATE,CarrierC,4
16972,22323,2024-07-22,2024-07-27,LATE,CarrierC,2
16973,22324,2024-03-07,2024-03-08,ON_TIME,CarrierA,5
16974,22327,2024-03-18,2024-03-19,ON_TIME,CarrierA,4
16975,22328,2024-09-18,2024-09-25,LATE,CarrierC,5
16976,22330,2024-01-18,2024-01-19,LATE,CarrierC,2
16977,22332,2024-12-22,2024-12-25,LATE,CarrierC,3
16978,22334,2024-11-19,2024-11-26,LATE,CarrierA,3
16979,22335,2024-05-17,2024-05-23,LATE,CarrierB,5
16980,22336,2024-10-06,2024-10-11,LATE,CarrierB,4
16981,22337,2024-10-08,2024-10-15,LATE,CarrierB,5
16982,22338,2024-06-17,2024-06-18,ON_TIME,CarrierA,1
16983,22339,2024-02-02,2024-02-03,ON_TIME,CarrierC,1
16984,22341,2024-12-02,2024-12-06,LATE,CarrierA,1
16985,22342,2024-09-27,2024-09-30,LATE,CarrierC,3
16986,22344,2024-06-21,2024-06-23,LATE,CarrierC,1
16987,22345,2024-05-11,2024-05-18,LATE,CarrierB,3
16988,22346,2024-06-19,2024-06-24,LATE,CarrierC,5
16989,22347,2024-03-01,2024-03-06,LATE,CarrierA,2
16990,22348,2024-04-27,2024-04-30,LATE,CarrierC,3
16991,22349,2024-11-17,2024-11-18,ON_TIME,CarrierA,1
16992,22350,2024-05-03,2024-05-08,LATE,CarrierB,2
16993,22351,2024-09-16,2024-09-21,LATE,CarrierA,4
16994,22353,2024-10-19,2024-10-25,LATE,CarrierC,3
16995,22354,2024-12-19,2024-12-24,LATE,CarrierB,4
16996,22355,2024-07-04,2024-07-05,ON_TIME,CarrierA,2
16997,22356,2024-03-27,2024-03-30,ON_TIME,CarrierB,5
16998,22358,2024-05-22,2024-05-25,LATE,CarrierB,1
16999,22360,2024-12-09,2024-12-12,LATE,CarrierB,2
17000,22361,2024-09-25,2024-09-26,ON_TIME,CarrierB,5
17001,22362,2024-03-19,2024-03-23,LATE,CarrierB,5
17002,22363,2024-03-10,2024-03-16,LATE,CarrierA,3
17003,22365,2024-06-09,2024-06-16,LATE,CarrierC,2
17004,22366,2024-01-11,2024-01-12,ON_TIME,CarrierA,4
17005,22367,2024-08-08,2024-08-11,ON_TIME,CarrierC,5
17006,22369,2024-03-31,2024-04-06,LATE,CarrierA,3
17007,22370,2024-05-21,2024-05-25,LATE,CarrierC,1
17008,22371,2024-01-29,2024-01-31,ON_TIME,CarrierB,4
17009,22373,2024-11-10,2024-11-16,LATE,CarrierA,3
17010,22376,2024-06-25,2024-06-27,ON_TIME,CarrierC,5
17011,22377,2024-08-05,2024-08-08,LATE,CarrierA,4
17012,22378,2024-08-23,2024-08-24,LATE,CarrierC,1
17013,22379,2024-03-27,2024-03-29,ON_TIME,CarrierB,3
17014,22380,2024-03-16,2024-03-21,LATE,CarrierC,2
17015,22382,2024-03-09,2024-03-13,LATE,CarrierA,2
17016,22384,2024-08-12,2024-08-18,LATE,CarrierC,1
17017,22385,2024-10-13,2024-10-18,LATE,CarrierB,5
17018,22386,2024-05-01,2024-05-03,LATE,CarrierA,5
17019,22387,2024-09-21,2024-09-23,LATE,CarrierA,1
17020,22389,2024-11-09,2024-11-16,LATE,CarrierC,3
17021,22390,2024-06-14,2024-06-16,LATE,CarrierC,5
17022,22391,2024-09-22,2024-09-29,LATE,CarrierC,1
17023,22392,2024-04-04,2024-04-11,LATE,CarrierB,1
17024,22393,2024-09-22,2024-09-26,LATE,CarrierB,5
17025,22394,2024-12-04,2024-12-06,LATE,CarrierA,3
17026,22395,2024-03-15,2024-03-21,LATE,CarrierB,4
17027,22397,2024-03-30,2024-03-31,ON_TIME,CarrierC,3
17028,22398,2024-12-19,2024-12-25,LATE,CarrierB,1
17029,22399,2024-10-24,2024-10-26,LATE,CarrierC,2
17030,22400,2024-05-10,2024-05-14,LATE,CarrierB,4
17031,22401,2024-02-19,2024-02-21,LATE,CarrierA,1
17032,22402,2024-03-27,2024-03-29,ON_TIME,CarrierB,2
17033,22403,2024-05-25,2024-05-26,ON_TIME,CarrierC,5
17034,22404,2024-05-14,2024-05-21,LATE,CarrierB,3
17035,22406,2024-10-03,2024-10-05,ON_TIME,CarrierC,2
17036,22407,2024-03-07,2024-03-10,ON_TIME,CarrierA,2
17037,22408,2024-07-06,2024-07-08,LATE,CarrierB,2
17038,22409,2024-12-12,2024-12-13,ON_TIME,CarrierA,3
17039,22410,2024-07-22,2024-07-29,LATE,CarrierA,5
17040,22412,2024-02-22,2024-02-28,LATE,CarrierA,2
17041,22413,2024-08-01,2024-08-04,LATE,CarrierC,2
17042,22415,2024-10-19,2024-10-23,LATE,CarrierC,4
17043,22417,2024-07-24,2024-07-25,ON_TIME,CarrierB,4
17044,22418,2024-12-07,2024-12-14,LATE,CarrierA,1
17045,22419,2024-11-19,2024-11-26,LATE,CarrierB,1
17046,22420,2024-11-13,2024-11-15,LATE,CarrierA,5
17047,22421,2024-05-18,2024-05-21,LATE,CarrierB,3
17048,22422,2024-03-16,2024-03-17,ON_TIME,CarrierC,2
17049,22423,2024-03-10,2024-03-13,ON_TIME,CarrierA,1
17050,22424,2024-10-29,2024-11-01,LATE,CarrierC,4
17051,22426,2024-07-23,2024-07-24,ON_TIME,CarrierC,1
17052,22427,2024-03-03,2024-03-08,LATE,CarrierC,2
17053,22430,2024-05-28,2024-05-31,LATE,CarrierB,4
17054,22431,2024-05-01,2024-05-08,LATE,CarrierC,4
