order_id,customer_id,order_date,required_ship_date,order_status,order_amount,priority,region
29602,1769,2024-02-25,2024-02-26,SHIPPED,29.27,LOW,West
29603,1481,2024-08-24,2024-08-29,SHIPPED,50.58,MEDIUM,North
29604,1188,2024-01-01,2024-01-06,PENDING,24.55,MEDIUM,West
29605,1363,2024-06-15,2024-06-19,SHIPPED,61.11,HIGH,North
29606,1238,2024-02-06,2024-02-11,SHIPPED,29.95,LOW,South
29607,1400,2024-09-30,2024-10-03,SHIPPED,50.73,HIGH,North
29608,1845,2024-03-19,2024-03-21,SHIPPED,21.36,LOW,West
29609,1984,2024-08-29,2024-08-30,SHIPPED,20.66,MEDIUM,South
29610,1303,2024-05-13,2024-05-15,SHIPPED,67.26,LOW,South
29611,1090,2024-09-08,2024-09-10,SHIPPED,53.47,LOW,West
29612,1391,2024-12-22,2024-12-23,SHIPPED,25.42,LOW,East
29613,1183,2024-01-22,2024-01-24,SHIPPED,28.56,HIGH,East
29614,1016,2024-09-23,2024-09-28,SHIPPED,10.7,LOW,North
29615,1964,2024-08-05,2024-08-09,SHIPPED,47.25,LOW,West
29616,1011,2024-03-12,2024-03-15,CANCELLED,85.75,LOW,North
29617,1165,2024-01-09,2024-01-12,SHIPPED,36.12,HIGH,East
29618,1145,2024-05-14,2024-05-19,SHIPPED,34.4,MEDIUM,South
29619,1281,2024-07-13,2024-07-17,SHIPPED,25.1,HIGH,West
29620,1990,2024-10-28,2024-11-01,SHIPPED,99.09,HIGH,North
29621,1548,2024-02-27,2024-02-29,SHIPPED,50.02,LOW,North
29622,1581,2024-10-10,2024-10-13,SHIPPED,27.2,LOW,West
29623,1168,2024-10-13,2024-10-16,SHIPPED,118.95,HIGH,South
29624,1846,2024-11-03,2024-11-06,SHIPPED,77.78,HIGH,West
29625,1169,2024-09-07,2024-09-08,SHIPPED,37.98,MEDIUM,East
29626,1764,2024-03-31,2024-04-03,SHIPPED,53.01,HIGH,West
29627,1345,2024-07-22,2024-07-23,SHIPPED,30.86,HIGH,West
29628,1498,2024-01-08,2024-01-13,SHIPPED,21.75,MEDIUM,East
29629,1459,2024-04-17,2024-04-18,PENDING,23.17,LOW,North
29630,1296,2024-08-20,2024-08-21,SHIPPED,53.41,LOW,South
29631,1942,2024-12-07,2024-12-11,SHIPPED,24.48,LOW,East
29632,1141,2024-09-30,2024-10-02,SHIPPED,23.09,MEDIUM,East
29633,1896,2024-04-29,2024-05-03,SHIPPED,125.84,MEDIUM,East
29634,1784,2024-10-31,2024-11-03,SHIPPED,56.18,LOW,East
29635,1736,2024-01-11,2024-01-15,SHIPPED,38.03,LOW,South
29636,1694,2024-07-01,2024-07-03,PENDING,41.93,LOW,East
29637,1732,2024-11-04,2024-11-05,SHIPPED,24.81,LOW,West
29638,1052,2024-06-27,2024-06-28,SHIPPED,28.34,MEDIUM,South
29639,1117,2024-07-24,2024-07-29,PENDING,78.21,LOW,East
29640,1364,2024-04-01,2024-04-06,SHIPPED,32.16,LOW,North
29641,1670,2024-08-14,2024-08-16,SHIPPED,36.8,MEDIUM,East
29642,1957,2024-01-06,2024-01-08,SHIPPED,87.0,MEDIUM,South
29643,1135,2024-12-21,2024-12-25,SHIPPED,25.53,LOW,East
29644,1413,2024-01-12,2024-01-14,SHIPPED,20.76,HIGH,West
29645,1076,2024-09-06,2024-09-10,SHIPPED,58.85,MEDIUM,South
29646,1847,2024-07-16,2024-07-21,SHIPPED,48.42,HIGH,North
29647,1961,2024-05-06,2024-05-10,SHIPPED,82.24,MEDIUM,East
29648,1556,2024-02-06,2024-02-10,SHIPPED,38.49,LOW,North
29649,1017,2024-01-08,2024-01-13,SHIPPED,31.29,MEDIUM,North
29650,1866,2024-06-13,2024-06-16,SHIPPED,52.29,MEDIUM,West
29651,1940,2024-04-29,2024-05-01,SHIPPED,26.59,LOW,South
29652,1402,2024-08-19,2024-08-20,SHIPPED,49.91,MEDIUM,South
29653,1204,2024-08-12,2024-08-17,SHIPPED,23.77,HIGH,North
29654,1498,2024-08-20,2024-08-24,SHIPPED,35.87,MEDIUM,West
29655,1323,2024-10-13,2024-10-14,SHIPPED,49.14,LOW,East
29656,1594,2024-08-13,2024-08-15,SHIPPED,111.34,HIGH,West
29657,1561,2024-05-24,2024-05-25,SHIPPED,26.08,MEDIUM,West
29658,1280,2024-09-06,2024-09-07,SHIPPED,12.74,MEDIUM,East
29659,1165,2024-09-28,2024-09-30,CANCELLED,17.44,MEDIUM,North
29660,1242,2024-10-12,2024-10-16,SHIPPED,123.93,HIGH,East
29661,1888,2024-02-08,2024-02-12,SHIPPED,25.79,LOW,West
29662,1478,2024-02-13,2024-02-16,PENDING,45.39,MEDIUM,North
29663,1163,2024-02-06,2024-02-10,CANCELLED,23.86,MEDIUM,West
29664,1323,2024-09-12,2024-09-15,SHIPPED,65.24,HIGH,West
29665,1567,2024-07-29,2024-08-03,SHIPPED,62.75,HIGH,East
29666,1550,2024-04-01,2024-04-03,SHIPPED,44.18,LOW,East
29667,1830,2024-01-19,2024-01-22,SHIPPED,40.65,MEDIUM,West
29668,1639,2024-04-09,2024-04-11,SHIPPED,25.13,HIGH,West
29669,1902,2024-05-26,2024-05-27,SHIPPED,25.56,LOW,East
29670,1633,2024-03-09,2024-03-11,SHIPPED,39.98,LOW,North
29671,1758,2024-05-09,2024-05-11,SHIPPED,24.56,LOW,West
29672,1697,2024-01-25,2024-01-27,SHIPPED,42.97,HIGH,West
29673,1207,2024-04-24,2024-04-25,SHIPPED,32.08,MEDIUM,West
29674,1314,2024-03-30,2024-04-03,SHIPPED,33.68,HIGH,North
29675,1303,2024-10-12,2024-10-15,PENDING,54.51,LOW,West
29676,1900,2024-09-29,2024-10-04,SHIPPED,45.06,MEDIUM,West
29677,1238,2024-12-06,2024-12-08,PENDING,23.45,MEDIUM,North
29678,1726,2024-07-30,2024-08-01,SHIPPED,24.59,LOW,West
29679,1803,2024-04-20,2024-04-23,SHIPPED,38.67,MEDIUM,East
29680,1223,2024-12-13,2024-12-16,SHIPPED,26.9,MEDIUM,West
29681,1087,2024-03-16,2024-03-17,SHIPPED,23.52,LOW,East
29682,1536,2024-10-22,2024-10-25,SHIPPED,56.39,MEDIUM,South
29683,1428,2024-03-28,2024-03-29,PENDING,30.75,LOW,South
29684,1219,2024-06-18,2024-06-22,SHIPPED,51.04,MEDIUM,South
29685,1274,2024-05-26,2024-05-27,CANCELLED,42.37,LOW,South
29686,1646,2024-08-27,2024-08-29,SHIPPED,20.3,MEDIUM,South
29687,1953,2024-02-24,2024-02-29,SHIPPED,31.8,LOW,North
29688,1744,2024-04-01,2024-04-03,SHIPPED,61.73,HIGH,East
29689,1976,2024-09-09,2024-09-10,SHIPPED,62.82,MEDIUM,South
29690,1065,2024-06-05,2024-06-07,SHIPPED,50.97,LOW,East
29691,1591,2024-09-07,2024-09-11,PENDING,42.37,MEDIUM,East
29692,1422,2024-09-20,2024-09-24,SHIPPED,19.83,LOW,South
29693,1254,2024-01-08,2024-01-13,SHIPPED,84.58,MEDIUM,North
29694,1124,2024-11-20,2024-11-25,CANCELLED,20.41,HIGH,West
29695,1145,2024-10-25,2024-10-29,SHIPPED,11.58,MEDIUM,South
29696,1614,2024-04-07,2024-04-11,PENDING,40.15,LOW,West
29697,1384,2024-02-19,2024-02-21,SHIPPED,14.71,HIGH,West
29698,1446,2024-07-31,2024-08-04,PENDING,31.93,LOW,East
29699,1386,2024-01-04,2024-01-05,SHIPPED,44.29,LOW,North
29700,1382,2024-12-29,2024-12-31,SHIPPED,19.57,MEDIUM,East
29701,1276,2024-10-18,2024-10-21,SHIPPED,61.34,HIGH,East
29702,1381,2024-08-28,2024-09-02,SHIPPED,64.74,MEDIUM,East
29703,1123,2024-01-19,2024-01-24,SHIPPED,53.2,MEDIUM,North
29704,1925,2024-12-31,2025-01-05,SHIPPED,24.06,LOW,East
29705,1266,2024-09-26,2024-09-28,SHIPPED,22.42,MEDIUM,East
29706,1789,2024-10-30,2024-11-03,SHIPPED,8.28,MEDIUM,West
29707,1110,2024-11-23,2024-11-24,CANCELLED,20.92,MEDIUM,West
29708,1380,2024-07-19,2024-07-22,SHIPPED,29.41,LOW,South
29709,1824,2024-04-13,2024-04-18,SHIPPED,45.85,MEDIUM,South
29710,1600,2024-11-26,2024-11-28,SHIPPED,48.31,LOW,East
29711,1898,2024-12-29,2024-12-30,SHIPPED,19.91,LOW,West
29712,1157,2024-12-31,2025-01-04,SHIPPED,104.08,LOW,West
29713,1727,2024-03-22,2024-03-25,SHIPPED,24.56,MEDIUM,East
29714,1895,2024-11-14,2024-11-19,SHIPPED,30.73,HIGH,South
29715,1812,2024-02-24,2024-02-28,SHIPPED,26.49,LOW,West
29716,1547,2024-10-14,2024-10-16,SHIPPED,57.67,MEDIUM,West
29717,1598,2024-08-23,2024-08-28,SHIPPED,37.47,MEDIUM,East
29718,1117,2024-06-12,2024-06-14,SHIPPED,28.62,MEDIUM,West
29719,1327,2024-12-30,2025-01-03,PENDING,26.26,MEDIUM,North
29720,1959,2024-03-25,2024-03-28,SHIPPED,92.54,HIGH,East
29721,1693,2024-08-06,2024-08-11,CANCELLED,39.94,MEDIUM,East
29722,1067,2024-12-27,2025-01-01,SHIPPED,30.53,MEDIUM,East
29723,1433,2024-07-31,2024-08-01,SHIPPED,125.24,MEDIUM,West
29724,1358,2024-07-21,2024-07-26,SHIPPED,21.46,LOW,East
29725,1670,2024-11-08,2024-11-09,SHIPPED,24.37,MEDIUM,West
29726,1796,2024-10-26,2024-10-30,CANCELLED,46.96,MEDIUM,North
29727,1442,2024-08-29,2024-09-02,CANCELLED,39.69,LOW,East
29728,1163,2024-06-10,2024-06-13,SHIPPED,14.97,HIGH,West
29729,1972,2024-06-27,2024-07-01,CANCELLED,21.72,MEDIUM,East
29730,1360,2024-04-01,2024-04-04,SHIPPED,18.3,LOW,North
29731,1584,2024-05-17,2024-05-19,SHIPPED,23.48,HIGH,West
29732,1118,2024-04-21,2024-04-22,SHIPPED,22.3,HIGH,West
29733,1852,2024-06-17,2024-06-19,SHIPPED,55.45,LOW,West
29734,1194,2024-11-16,2024-11-19,SHIPPED,52.99,HIGH,West
29735,1600,2024-04-10,2024-04-15,SHIPPED,37.06,LOW,East
29736,1856,2024-10-22,2024-10-23,SHIPPED,19.1,MEDIUM,East
29737,1587,2024-07-11,2024-07-13,SHIPPED,34.74,LOW,North
29738,1732,2024-12-23,2024-12-25,SHIPPED,55.88,LOW,East
29739,1650,2024-07-25,2024-07-27,SHIPPED,26.29,LOW,West
29740,1883,2024-10-12,2024-10-16,SHIPPED,26.66,MEDIUM,East
29741,1906,2024-08-03,2024-08-08,SHIPPED,49.37,HIGH,North
29742,1240,2024-08-15,2024-08-17,SHIPPED,20.8,LOW,East
29743,1508,2024-12-26,2024-12-28,PENDING,45.87,HIGH,South
29744,1665,2024-02-12,2024-02-14,SHIPPED,60.42,MEDIUM,West
29745,1564,2024-06-29,2024-07-04,SHIPPED,34.86,MEDIUM,East
29746,1141,2024-12-12,2024-12-14,SHIPPED,45.97,LOW,East
29747,1831,2024-10-12,2024-10-13,SHIPPED,24.07,LOW,West
29748,1975,2024-10-23,2024-10-27,SHIPPED,20.35,MEDIUM,West
29749,1905,2024-02-13,2024-02-17,PENDING,42.6,HIGH,East
29750,1030,2024-02-06,2024-02-08,SHIPPED,35.6,MEDIUM,South
29751,1222,2024-09-05,2024-09-10,SHIPPED,25.87,MEDIUM,West
29752,1803,2024-03-23,2024-03-28,SHIPPED,50.13,MEDIUM,North
29753,1265,2024-09-13,2024-09-16,PENDING,33.11,LOW,West
29754,1281,2024-08-04,2024-08-07,SHIPPED,65.36,HIGH,West
29755,1787,2024-01-10,2024-01-11,SHIPPED,53.73,HIGH,East
29756,1380,2024-08-25,2024-08-26,SHIPPED,17.58,LOW,West
29757,1555,2024-01-26,2024-01-31,SHIPPED,24.87,LOW,East
29758,1061,2024-09-07,2024-09-08,SHIPPED,59.3,MEDIUM,North
29759,1712,2024-08-02,2024-08-05,SHIPPED,12.57,MEDIUM,East
29760,1846,2024-05-24,2024-05-29,PENDING,109.73,MEDIUM,South
29761,1520,2024-11-15,2024-11-18,SHIPPED,39.8,MEDIUM,North
29762,1070,2024-08-09,2024-08-11,SHIPPED,76.53,MEDIUM,West
29763,1601,2024-11-19,2024-11-21,SHIPPED,48.39,HIGH,West
29764,1535,2024-01-18,2024-01-19,SHIPPED,30.72,MEDIUM,North
29765,1139,2024-12-04,2024-12-07,PENDING,35.69,HIGH,South
29766,1315,2024-08-15,2024-08-20,PENDING,14.07,LOW,South
29767,1339,2024-08-23,2024-08-28,SHIPPED,62.83,LOW,East
29768,1887,2024-12-31,2025-01-01,PENDING,33.43,LOW,West
29769,1589,2024-12-11,2024-12-14,SHIPPED,24.58,MEDIUM,West
29770,1725,2024-10-02,2024-10-03,SHIPPED,29.91,LOW,South
29771,1527,2024-04-30,2024-05-05,SHIPPED,35.25,MEDIUM,South
29772,1540,2024-03-02,2024-03-04,SHIPPED,17.91,HIGH,North
29773,1415,2024-11-26,2024-11-29,SHIPPED,99.89,LOW,West
29774,1466,2024-07-05,2024-07-06,SHIPPED,60.36,LOW,East
29775,1374,2024-01-25,2024-01-27,SHIPPED,17.81,MEDIUM,South
29776,1290,2024-12-04,2024-12-08,SHIPPED,65.19,MEDIUM,East
29777,1042,2024-04-05,2024-04-08,SHIPPED,48.07,MEDIUM,North
29778,1863,2024-11-16,2024-11-21,SHIPPED,41.28,HIGH,West
29779,1886,2024-07-11,2024-07-16,SHIPPED,82.59,MEDIUM,West
29780,1052,2024-09-10,2024-09-14,SHIPPED,33.12,HIGH,East
29781,1787,2024-03-07,2024-03-10,PENDING,85.91,MEDIUM,East
29782,1882,2024-11-09,2024-11-10,SHIPPED,22.64,MEDIUM,South
29783,1231,2024-02-09,2024-02-12,SHIPPED,39.59,HIGH,East
29784,1211,2024-08-11,2024-08-14,SHIPPED,36.05,LOW,East
29785,1007,2024-12-21,2024-12-25,SHIPPED,32.42,MEDIUM,East
29786,1633,2024-08-09,2024-08-14,SHIPPED,27.0,LOW,West
29787,1482,2024-04-12,2024-04-14,PENDING,36.41,MEDIUM,West
29788,1041,2024-11-13,2024-11-18,SHIPPED,51.69,MEDIUM,West
29789,1332,2024-09-04,2024-09-07,SHIPPED,25.58,HIGH,West
29790,1232,2024-06-10,2024-06-15,SHIPPED,45.22,LOW,South
29791,1069,2024-09-20,2024-09-24,CANCELLED,30.97,MEDIUM,West
29792,1878,2024-01-25,2024-01-27,SHIPPED,42.18,MEDIUM,North
29793,1015,2024-06-02,2024-06-04,SHIPPED,15.96,MEDIUM,West
29794,1068,2024-08-06,2024-08-07,SHIPPED,126.28,MEDIUM,South
29795,1052,2024-09-10,2024-09-15,PENDING,63.78,MEDIUM,West
29796,1684,2024-08-02,2024-08-07,SHIPPED,27.67,LOW,West
29797,1946,2024-06-17,2024-06-21,SHIPPED,32.82,HIGH,West
29798,1993,2024-03-20,2024-03-25,SHIPPED,85.73,LOW,West
29799,1773,2024-03-12,2024-03-16,SHIPPED,61.47,LOW,West
29800,1378,2024-03-03,2024-03-04,PENDING,28.6,MEDIUM,West
29801,1800,2024-03-15,2024-03-18,SHIPPED,45.09,LOW,West
29802,1462,2024-09-19,2024-09-24,SHIPPED,59.97,HIGH,East
29803,1526,2024-04-07,2024-04-10,SHIPPED,28.38,MEDIUM,West
29804,1781,2024-03-25,2024-03-26,SHIPPED,21.13,MEDIUM,South
29805,1678,2024-11-20,2024-11-25,SHIPPED,55.47,MEDIUM,West
29806,1062,2024-11-01,2024-11-06,SHIPPED,41.58,MEDIUM,East
29807,1260,2024-09-29,2024-10-02,PENDING,73.93,MEDIUM,East
29808,1499,2024-05-28,2024-05-29,SHIPPED,44.13,LOW,West
29809,1120,2024-01-06,2024-01-07,SHIPPED,42.54,LOW,North
29810,1857,2024-04-18,2024-04-21,SHIPPED,39.23,MEDIUM,West
29811,1239,2024-07-17,2024-07-20,SHIPPED,24.26,LOW,North
29812,1464,2024-11-26,2024-12-01,SHIPPED,67.15,HIGH,West
29813,1106,2024-12-03,2024-12-04,SHIPPED,35.95,MEDIUM,East
29814,1179,2024-02-07,2024-02-09,PENDING,21.93,MEDIUM,West
29815,1015,2024-11-14,2024-11-15,SHIPPED,30.82,MEDIUM,West
29816,1354,2024-05-07,2024-05-12,PENDING,16.29,LOW,North
29817,1933,2024-05-19,2024-05-22,SHIPPED,13.71,HIGH,South
29818,1308,2024-09-04,2024-09-09,SHIPPED,26.28,MEDIUM,North
29819,1726,2024-09-15,2024-09-17,SHIPPED,27.31,MEDIUM,West
29820,1588,2024-05-26,2024-05-27,PENDING,17.81,MEDIUM,East
29821,1736,2024-12-08,2024-12-10,SHIPPED,30.18,MEDIUM,East
29822,1604,2024-07-13,2024-07-14,SHIPPED,29.79,MEDIUM,East
29823,1180,2024-08-02,2024-08-07,SHIPPED,90.93,MEDIUM,East
29824,1173,2024-08-28,2024-08-30,SHIPPED,24.95,MEDIUM,East
29825,1353,2024-05-12,2024-05-17,SHIPPED,17.07,MEDIUM,South
29826,1353,2024-01-29,2024-02-03,SHIPPED,59.51,LOW,South
29827,1218,2024-04-07,2024-04-12,CANCELLED,63.57,HIGH,South
29828,1654,2024-12-29,2024-12-31,PENDING,55.47,HIGH,East
29829,1314,2024-06-30,2024-07-01,SHIPPED,62.92,MEDIUM,East
29830,1433,2024-05-31,2024-06-05,SHIPPED,35.97,LOW,East
29831,1904,2024-04-12,2024-04-17,SHIPPED,39.83,LOW,South
29832,1281,2024-10-14,2024-10-17,SHIPPED,52.4,LOW,East
29833,1258,2024-08-22,2024-08-25,SHIPPED,58.35,LOW,North
29834,1867,2024-05-12,2024-05-14,SHIPPED,25.43,LOW,East
29835,1558,2024-08-17,2024-08-21,SHIPPED,18.18,MEDIUM,North
29836,1004,2024-02-04,2024-02-09,SHIPPED,29.56,HIGH,North
29837,1573,2024-12-23,2024-12-25,SHIPPED,34.52,LOW,West
29838,1979,2024-03-20,2024-03-21,SHIPPED,50.92,MEDIUM,West
29839,1595,2024-12-20,2024-12-22,PENDING,21.26,LOW,South
29840,1644,2024-08-29,2024-09-03,SHIPPED,59.48,MEDIUM,East
29841,1393,2024-12-09,2024-12-10,PENDING,24.19,LOW,West
29842,1335,2024-05-12,2024-05-15,SHIPPED,16.32,MEDIUM,West
29843,1062,2024-01-09,2024-01-14,SHIPPED,23.91,LOW,East
29844,1792,2024-09-09,2024-09-12,SHIPPED,11.57,MEDIUM,East
29845,1043,2024-02-02,2024-02-07,SHIPPED,64.24,LOW,North
29846,1152,2024-12-12,2024-12-13,SHIPPED,33.35,LOW,West
29847,1925,2024-07-05,2024-07-10,SHIPPED,50.28,LOW,South
29848,1781,2024-01-11,2024-01-16,PENDING,31.09,MEDIUM,East
29849,1853,2024-03-09,2024-03-11,PENDING,37.1,MEDIUM,West
29850,1682,2024-05-17,2024-05-21,SHIPPED,17.11,MEDIUM,East
29851,1155,2024-05-10,2024-05-12,SHIPPED,13.22,LOW,East
29852,1477,2024-09-07,2024-09-11,SHIPPED,29.5,LOW,West
29853,1274,2024-05-02,2024-05-06,SHIPPED,35.93,MEDIUM,West
29854,1357,2024-12-31,2025-01-01,SHIPPED,33.18,HIGH,North
29855,1425,2024-09-29,2024-10-04,SHIPPED,19.62,HIGH,East
29856,1531,2024-08-30,2024-09-02,SHIPPED,61.35,HIGH,East
29857,1482,2024-06-10,2024-06-15,SHIPPED,38.82,LOW,East
29858,1213,2024-04-04,2024-04-08,CANCELLED,23.46,MEDIUM,North
29859,1078,2024-06-10,2024-06-14,SHIPPED,24.43,LOW,North
29860,1138,2024-11-18,2024-11-19,SHIPPED,22.06,LOW,West
29861,1949,2024-10-10,2024-10-12,PENDING,21.52,MEDIUM,West
29862,1097,2024-12-26,2024-12-30,SHIPPED,27.79,MEDIUM,South
29863,1888,2024-08-16,2024-08-20,SHIPPED,21.51,MEDIUM,South
29864,1663,2024-04-25,2024-04-27,SHIPPED,68.12,HIGH,West
29865,1197,2024-08-08,2024-08-11,SHIPPED,19.42,LOW,West
29866,1784,2024-06-17,2024-06-19,CANCELLED,13.21,LOW,South
29867,1155,2024-11-10,2024-11-12,SHIPPED,48.66,MEDIUM,West
29868,1049,2024-11-25,2024-11-27,SHIPPED,83.89,HIGH,South
29869,1478,2024-05-24,2024-05-28,SHIPPED,44.83,MEDIUM,North
29870,1227,2024-10-12,2024-10-15,SHIPPED,40.74,LOW,West
29871,1950,2024-06-30,2024-07-01,SHIPPED,40.2,LOW,North
29872,1456,2024-11-03,2024-11-04,SHIPPED,48.39,HIGH,West
29873,1521,2024-10-01,2024-10-02,SHIPPED,37.24,MEDIUM,East
29874,1148,2024-02-06,2024-02-11,PENDING,73.16,HIGH,North
29875,1057,2024-12-28,2025-01-02,PENDING,18.22,LOW,West
29876,1161,2024-02-05,2024-02-06,SHIPPED,48.45,MEDIUM,West
29877,1862,2024-03-08,2024-03-11,SHIPPED,43.86,MEDIUM,West
29878,1476,2024-12-25,2024-12-27,SHIPPED,52.9,LOW,West
29879,1106,2024-04-30,2024-05-02,SHIPPED,81.55,MEDIUM,South
29880,1426,2024-06-03,2024-06-07,CANCELLED,79.52,MEDIUM,South
29881,1394,2024-07-23,2024-07-27,CANCELLED,37.36,MEDIUM,South
29882,1800,2024-02-13,2024-02-17,SHIPPED,24.54,MEDIUM,North
29883,1185,2024-10-15,2024-10-17,SHIPPED,45.67,MEDIUM,North
29884,1557,2024-12-31,2025-01-05,SHIPPED,22.6,LOW,South
29885,1956,2024-03-30,2024-04-04,SHIPPED,32.91,HIGH,East
29886,1445,2024-07-30,2024-07-31,SHIPPED,63.71,MEDIUM,West
29887,1640,2024-03-03,2024-03-07,SHIPPED,98.42,HIGH,South
29888,1916,2024-03-12,2024-03-17,SHIPPED,30.95,LOW,East
29889,1829,2024-12-01,2024-12-05,PENDING,32.86,MEDIUM,South
29890,1447,2024-10-16,2024-10-18,SHIPPED,34.36,MEDIUM,West
29891,1086,2024-01-27,2024-01-30,PENDING,131.35,MEDIUM,North
29892,1248,2024-12-27,2024-12-31,PENDING,95.6,MEDIUM,South
29893,1840,2024-02-22,2024-02-23,SHIPPED,24.34,MEDIUM,South
29894,1439,2024-08-29,2024-09-01,PENDING,35.07,MEDIUM,North
29895,1256,2024-10-19,2024-10-22,SHIPPED,35.16,LOW,North
29896,1276,2024-04-09,2024-04-14,SHIPPED,49.23,LOW,North
29897,1789,2024-03-19,2024-03-22,PENDING,44.78,LOW,East
29898,1437,2024-11-21,2024-11-22,SHIPPED,55.46,MEDIUM,North
29899,1515,2024-03-30,2024-04-04,CANCELLED,32.85,LOW,North
29900,1576,2024-01-25,2024-01-28,SHIPPED,34.16,LOW,East
29901,1946,2024-06-09,2024-06-12,PENDING,108.6,MEDIUM,East
29902,1201,2024-07-13,2024-07-14,SHIPPED,19.11,MEDIUM,North
29903,1574,2024-07-19,2024-07-24,SHIPPED,25.54,LOW,West
29904,1654,2024-06-14,2024-06-19,SHIPPED,19.35,MEDIUM,North
29905,1755,2024-08-09,2024-08-12,SHIPPED,25.01,LOW,West
29906,1803,2024-10-09,2024-10-10,SHIPPED,58.21,LOW,West
29907,1796,2024-01-13,2024-01-15,SHIPPED,49.24,MEDIUM,West
29908,1179,2024-12-08,2024-12-09,SHIPPED,18.28,MEDIUM,West
29909,1685,2024-12-20,2024-12-23,PENDING,50.8,LOW,West
29910,1324,2024-09-02,2024-09-05,SHIPPED,39.9,MEDIUM,East
29911,1924,2024-03-28,2024-03-30,SHIPPED,34.8,MEDIUM,West
29912,1622,2024-05-19,2024-05-21,CANCELLED,50.78,HIGH,West
29913,1686,2024-11-05,2024-11-10,SHIPPED,43.95,MEDIUM,West
29914,1474,2024-09-12,2024-09-15,SHIPPED,57.99,HIGH,North
29915,1664,2024-10-02,2024-10-07,SHIPPED,15.54,LOW,West
29916,1975,2024-05-25,2024-05-28,SHIPPED,14.33,MEDIUM,East
29917,1399,2024-01-07,2024-01-08,SHIPPED,80.49,MEDIUM,South
29918,1867,2024-09-02,2024-09-06,SHIPPED,59.39,LOW,South
29919,1216,2024-12-11,2024-12-16,PENDING,46.73,LOW,West
29920,1808,2024-07-22,2024-07-27,SHIPPED,44.18,MEDIUM,West
29921,1960,2024-08-27,2024-09-01,SHIPPED,56.39,LOW,South
29922,1452,2024-04-03,2024-04-07,SHIPPED,40.8,MEDIUM,North
29923,1403,2024-11-05,2024-11-09,SHIPPED,17.99,LOW,North
29924,1964,2024-01-08,2024-01-10,SHIPPED,33.57,MEDIUM,West
29925,1931,2024-06-18,2024-06-21,SHIPPED,16.06,MEDIUM,North
29926,1988,2024-04-28,2024-04-29,SHIPPED,12.32,LOW,East
29927,1239,2024-09-02,2024-09-07,SHIPPED,16.77,LOW,East
29928,1737,2024-05-07,2024-05-09,CANCELLED,16.75,HIGH,South
29929,1185,2024-08-09,2024-08-14,SHIPPED,58.04,HIGH,South
29930,1047,2024-03-03,2024-03-06,SHIPPED,21.85,LOW,West
29931,1977,2024-04-26,2024-04-30,SHIPPED,38.49,HIGH,East
29932,1385,2024-04-18,2024-04-21,PENDING,21.65,LOW,South
29933,1207,2024-08-21,2024-08-24,SHIPPED,67.44,LOW,South
29934,1156,2024-07-23,2024-07-26,CANCELLED,31.5,MEDIUM,South
29935,1224,2024-03-28,2024-03-30,PENDING,18.32,LOW,West
29936,1143,2024-11-20,2024-11-23,SHIPPED,31.32,LOW,North
29937,1418,2024-08-27,2024-08-30,CANCELLED,35.63,MEDIUM,North
29938,1110,2024-07-16,2024-07-19,PENDING,18.55,LOW,East
29939,1829,2024-01-04,2024-01-05,SHIPPED,15.86,HIGH,North
29940,1874,2024-04-15,2024-04-17,SHIPPED,16.26,LOW,East
29941,1873,2024-04-16,2024-04-18,SHIPPED,35.26,MEDIUM,East
29942,1464,2024-09-08,2024-09-09,SHIPPED,36.88,LOW,South
29943,1131,2024-07-04,2024-07-06,PENDING,39.91,MEDIUM,West
29944,1624,2024-08-13,2024-08-18,SHIPPED,44.68,MEDIUM,South
29945,1835,2024-01-21,2024-01-23,SHIPPED,29.23,LOW,West
29946,1946,2024-06-02,2024-06-04,PENDING,9.61,MEDIUM,East
29947,1600,2024-08-11,2024-08-14,SHIPPED,17.59,LOW,East
29948,1672,2024-03-26,2024-03-27,SHIPPED,19.63,LOW,West
29949,1333,2024-02-10,2024-02-14,SHIPPED,60.47,LOW,West
29950,1919,2024-11-29,2024-12-02,SHIPPED,68.39,HIGH,East
29951,1074,2024-06-20,2024-06-25,SHIPPED,35.58,MEDIUM,West
29952,1792,2024-06-08,2024-06-10,PENDING,16.67,HIGH,East
29953,1411,2024-06-08,2024-06-11,SHIPPED,44.89,HIGH,East
29954,1518,2024-02-20,2024-02-24,SHIPPED,11.94,MEDIUM,West
29955,1624,2024-04-27,2024-05-02,SHIPPED,30.01,HIGH,South
29956,1035,2024-10-06,2024-10-08,PENDING,33.41,MEDIUM,East
29957,1777,2024-06-20,2024-06-22,PENDING,41.39,MEDIUM,East
29958,1624,2024-11-27,2024-12-01,SHIPPED,34.59,LOW,South
29959,1803,2024-03-24,2024-03-28,SHIPPED,88.77,HIGH,North
29960,1222,2024-10-19,2024-10-23,SHIPPED,30.27,LOW,South
29961,1722,2024-12-05,2024-12-10,SHIPPED,68.77,HIGH,East
29962,1529,2024-03-06,2024-03-11,SHIPPED,44.96,MEDIUM,East
29963,1240,2024-09-26,2024-09-29,PENDING,27.61,MEDIUM,East
29964,1133,2024-12-09,2024-12-13,SHIPPED,37.37,LOW,North
29965,1731,2024-09-27,2024-09-29,SHIPPED,32.71,LOW,South
29966,1390,2024-03-01,2024-03-02,SHIPPED,81.17,HIGH,East
